id,title,genres,overview,cast,director,release_date,popularity,vote_average,vote_count,poster_url
1368166,"mystery, thriller","Mystery, Thriller","Trying to escape her past, Millie Calloway accepts a job as a live-in housemaid for the wealthy Nina and Andrew Winchester. But what begins as a dream job quickly unravels into something far more dangerous—a sexy, seductive game of secrets, scandal, and power.","Sydney Sweeney, Amanda Seyfried, Brandon Sklenar, Michele Morrone, Elizabeth Perkins","Sydney Sweeney, Amanda Seyfried, Brandon Sklenar, Michele Morrone, Elizabeth Perkins","Sydney Sweeney, Amanda Seyfried, Brandon Sklenar, Michele Morrone, Elizabeth Perkins",80.2566,7.2,1659,"Sydney Sweeney, Amanda Seyfried, Brandon Sklenar, Michele Morrone, Elizabeth Perkins"
1419406,"action, crime, drama, thriller","Action, Crime, Drama, Thriller",Macau Police brings the tracking expert police officer out of retirement to help catch a dangerous group of professional thieves.,"Jackie Chan, Zhang Zifeng, Tony Leung Ka-fai, Ci Sha, Jun","Jackie Chan, Zhang Zifeng, Tony Leung Ka-fai, Ci Sha, Jun","Jackie Chan, Zhang Zifeng, Tony Leung Ka-fai, Ci Sha, Jun",74.2425,7.23,525,"Jackie Chan, Zhang Zifeng, Tony Leung Ka-fai, Ci Sha, Jun"
467905,"comedy, thriller","Comedy, Thriller","Disowned at birth by his obscenely wealthy family, blue-collar Becket Redfellow will stop at nothing to reclaim his inheritance, no matter how many relatives stand in his way.","Glen Powell, Margaret Qualley, Jessica Henwick, Ed Harris, Bill Camp","Glen Powell, Margaret Qualley, Jessica Henwick, Ed Harris, Bill Camp","Glen Powell, Margaret Qualley, Jessica Henwick, Ed Harris, Bill Camp",92.2571,7.164,149,"Glen Powell, Margaret Qualley, Jessica Henwick, Ed Harris, Bill Camp"
634649,"action, adventure, science fiction","Action, Adventure, Science Fiction","Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.","Tom Holland, Zendaya, Benedict Cumberbatch, Jacob Batalon, Jon Favreau","Tom Holland, Zendaya, Benedict Cumberbatch, Jacob Batalon, Jon Favreau","Tom Holland, Zendaya, Benedict Cumberbatch, Jacob Batalon, Jon Favreau",76.3037,7.933,21716,"Tom Holland, Zendaya, Benedict Cumberbatch, Jacob Batalon, Jon Favreau"
1066313,"science fiction, horror","Science Fiction, Horror",5 student. An old villa. Old well. Forbidden room. Dark secret of the past. A seemingly omnipotent evil. Survival is the key. Let the battle of wits begins...,"Anastasia Herzigova, Winner Wijaya, Putri Anggie, Adhin Abdul Hakim, Ernanta Kusuma","Anastasia Herzigova, Winner Wijaya, Putri Anggie, Adhin Abdul Hakim, Ernanta Kusuma","Anastasia Herzigova, Winner Wijaya, Putri Anggie, Adhin Abdul Hakim, Ernanta Kusuma",81.4743,8.0,1,"Anastasia Herzigova, Winner Wijaya, Putri Anggie, Adhin Abdul Hakim, Ernanta Kusuma"
1634301,"action, drama","Action, Drama",A descendant of the Vanara clan is pushed into conflict when a modern-day Ravana seizes his only bike for an election rally. What starts as a petty injustice soon erupts into a fierce fight for self-respect and dignity.,"Chammak Chandra, Simran Choudhary, Nandu Vijay Krishna","Chammak Chandra, Simran Choudhary, Nandu Vijay Krishna","Chammak Chandra, Simran Choudhary, Nandu Vijay Krishna",66.1901,7.25,4,"Chammak Chandra, Simran Choudhary, Nandu Vijay Krishna"
1234731,"adventure, comedy, horror","Adventure, Comedy, Horror","A group of friends facing mid-life crises head to the rainforest with the intention of remaking their favorite movie from their youth, only to find themselves in a fight for their lives against natural disasters, giant snakes and violent criminals.","Jack Black, Paul Rudd, Steve Zahn, Thandiwe Newton, Daniela Melchior","Jack Black, Paul Rudd, Steve Zahn, Thandiwe Newton, Daniela Melchior","Jack Black, Paul Rudd, Steve Zahn, Thandiwe Newton, Daniela Melchior",69.9922,5.877,891,"Jack Black, Paul Rudd, Steve Zahn, Thandiwe Newton, Daniela Melchior"
45933,comedy,Comedy,"Army Doctor Eva Marini wants to join a regiment to secure equal rights for women. So her commanding officer sends her off to a boot camp led by Renzo Montagnani, where only the most unruly soldiers end up.","Edwige Fenech, Renzo Montagnani, Fiorenzo Fiorentini, Alvaro Vitali, Leo Gullotta","Edwige Fenech, Renzo Montagnani, Fiorenzo Fiorentini, Alvaro Vitali, Leo Gullotta","Edwige Fenech, Renzo Montagnani, Fiorenzo Fiorentini, Alvaro Vitali, Leo Gullotta",44.8979,4.9,40,"Edwige Fenech, Renzo Montagnani, Fiorenzo Fiorentini, Alvaro Vitali, Leo Gullotta"
1314786,"drama, thriller","Drama, Thriller","Four Spanish ex-intelligence officers are assassinated simultaneously worldwide. The CNI discovers all participated in the covert ""Operation Ciénaga"" decades ago in Colombia. Zeta, the CNI's best operative, must hunt and protect the sole survivor, facing his deadliest global mission yet. Top Colombian agent Alfa will join Zeta, seemingly knowing more about ""Ciénaga""'s secrets than him.","Mario Casas, Mariela Garriga, Luis Zahera, Nora Navas, Christian Tappán","Mario Casas, Mariela Garriga, Luis Zahera, Nora Navas, Christian Tappán","Mario Casas, Mariela Garriga, Luis Zahera, Nora Navas, Christian Tappán",61.6954,6.6,81,"Mario Casas, Mariela Garriga, Luis Zahera, Nora Navas, Christian Tappán"
1426297,horror,Horror,"A woman wakes up injured in a basement surrounded by corpses. To survive, she pretends to be dead while a grotesque ritual unfolds in the house above.","Paula Brasca, Damián Del Castillo, Marta Quarleri, Milagros Ribet, Catalina Motto","Paula Brasca, Damián Del Castillo, Marta Quarleri, Milagros Ribet, Catalina Motto","Paula Brasca, Damián Del Castillo, Marta Quarleri, Milagros Ribet, Catalina Motto",60.4549,6.0,31,"Paula Brasca, Damián Del Castillo, Marta Quarleri, Milagros Ribet, Catalina Motto"
1630433,"thriller, crime, drama","Thriller, Crime, Drama","Three women fall prey to a ruthless phone scam. To settle the score, they'll take on the criminal network that stole their money — and their dignity.","Nittha Jirayungyurn, Esther Supreeleela, Chutima Maholakul, Todsapol Maisuk, Tonhon Tantivejakul","Nittha Jirayungyurn, Esther Supreeleela, Chutima Maholakul, Todsapol Maisuk, Tonhon Tantivejakul","Nittha Jirayungyurn, Esther Supreeleela, Chutima Maholakul, Todsapol Maisuk, Tonhon Tantivejakul",62.1016,6.88,25,"Nittha Jirayungyurn, Esther Supreeleela, Chutima Maholakul, Todsapol Maisuk, Tonhon Tantivejakul"
1242898,"action, science fiction, adventure","Action, Science Fiction, Adventure","Cast out from his clan, a young Predator finds an unlikely ally in a damaged android and embarks on a treacherous journey in search of the ultimate adversary.","Elle Fanning, Dimitrius Schuster-Koloamatangi, Ravi Narayan, Michael Homick, Stefan Grube","Elle Fanning, Dimitrius Schuster-Koloamatangi, Ravi Narayan, Michael Homick, Stefan Grube","Elle Fanning, Dimitrius Schuster-Koloamatangi, Ravi Narayan, Michael Homick, Stefan Grube",59.0223,7.701,2518,"Elle Fanning, Dimitrius Schuster-Koloamatangi, Ravi Narayan, Michael Homick, Stefan Grube"
1555895,"adventure, war, history","Adventure, War, History","Stuttgart, 1942: Nazis have cleared Jewish communities from towns and Villages. Two German-born Jewish children flee Nazis who have killed their family, escorted by Gisella, part of the Lebensborn, an SS Master Race program.","Cara Chase, Leona Clarke, Richard Hawley, Alex Reece, Matthew Hendrickson","Cara Chase, Leona Clarke, Richard Hawley, Alex Reece, Matthew Hendrickson","Cara Chase, Leona Clarke, Richard Hawley, Alex Reece, Matthew Hendrickson",61.9689,7.0,2,"Cara Chase, Leona Clarke, Richard Hawley, Alex Reece, Matthew Hendrickson"
1646787,drama,Drama,"A hole on the wall accidentally connects two women emotionally and physically. Forbidden love, greed, betrayal... what lies beyond the hole? And for how long can they keep covering it up?","Allison Ross, Jade Esguerra, Mark Dionisio, Zia Zamora, Primo Angeles","Allison Ross, Jade Esguerra, Mark Dionisio, Zia Zamora, Primo Angeles","Allison Ross, Jade Esguerra, Mark Dionisio, Zia Zamora, Primo Angeles",56.7731,4.0,1,"Allison Ross, Jade Esguerra, Mark Dionisio, Zia Zamora, Primo Angeles"
502356,"family, comedy, adventure, animation, fantasy","Family, Comedy, Adventure, Animation, Fantasy","While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.","Chris Pratt, Anya Taylor-Joy, Charlie Day, Jack Black, Keegan-Michael Key","Chris Pratt, Anya Taylor-Joy, Charlie Day, Jack Black, Keegan-Michael Key","Chris Pratt, Anya Taylor-Joy, Charlie Day, Jack Black, Keegan-Michael Key",59.6804,7.587,10381,"Chris Pratt, Anya Taylor-Joy, Charlie Day, Jack Black, Keegan-Michael Key"
646315,action,Action,A man who used to be called Lighter cleans up his act from his days as a gangster and struggles to start over.,"Kim Hae-joon, Park Sharon, Lee Dong-ju, Hong Dal-pyo","Kim Hae-joon, Park Sharon, Lee Dong-ju, Hong Dal-pyo","Kim Hae-joon, Park Sharon, Lee Dong-ju, Hong Dal-pyo",76.2865,4.75,4,"Kim Hae-joon, Park Sharon, Lee Dong-ju, Hong Dal-pyo"
1226863,"family, fantasy, comedy, adventure, animation","Family, Fantasy, Comedy, Adventure, Animation","Having thwarted Bowser's previous plot to marry Princess Peach, Mario and Luigi now face a fresh threat in Bowser Jr., who is determined to liberate his father from captivity and restore the family legacy. Alongside companions new and old, the brothers travel across the stars to stop the young heir's crusade.","Chris Pratt, Anya Taylor-Joy, Charlie Day, Brie Larson, Keegan-Michael Key","Chris Pratt, Anya Taylor-Joy, Charlie Day, Brie Larson, Keegan-Michael Key","Chris Pratt, Anya Taylor-Joy, Charlie Day, Brie Larson, Keegan-Michael Key",63.2296,8.0,8,"Chris Pratt, Anya Taylor-Joy, Charlie Day, Brie Larson, Keegan-Michael Key"
1266127,"horror, comedy, action","Horror, Comedy, Action","Moments after surviving an all-out attack from the Le Domas family, Grace discovers she’s reached the next level of the nightmarish game — and this time with her estranged sister Faith at her side. Grace has one chance to survive, keep her sister alive, and claim the High Seat of the Council that controls the world. Four rival families are hunting her for the throne, and whoever wins rules it all.","Samara Weaving, Kathryn Newton, Elijah Wood, Sarah Michelle Gellar, Shawn Hatosy","Samara Weaving, Kathryn Newton, Elijah Wood, Sarah Michelle Gellar, Shawn Hatosy","Samara Weaving, Kathryn Newton, Elijah Wood, Sarah Michelle Gellar, Shawn Hatosy",50.8549,7.464,69,"Samara Weaving, Kathryn Newton, Elijah Wood, Sarah Michelle Gellar, Shawn Hatosy"
